episodes,total_reward,reward,time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
85,6114.343004896568,113.51956121865561,5.0399999999999805,-20.0397216329464,-2.6285140670710914,62.230432687818386,6.126040318543069,0.08209418491382436,0.0,-9.577235921923204,-2.607037235707046,12.386856779893845,-0.034358219764820716,-0.06729481138527448,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
86,509.96213815269215,-100.51125897001641,5.0399999999999805,33.090115518913656,-42.97275252309771,25.46405862842372,4.678081170818707,5.330001013095373,0.0,19.721159539026704,-10.022744333342867,-11.429525403616426,-18.926542875602003,-0.11282124839044148,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
87,281.86226803239174,-13.093320243336443,1.5000000000000009,-0.3863850764298092,4.9930155310509825,0.0,1.0838815879023604,0.11369228326058956,0.0,-1.0692417639515932,5.453939774697092,-16.81757976227213,-18.69296205736745,0.11672916975739417,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
88,5988.906812414812,109.57970841539813,5.0399999999999805,-13.716503945317637,-13.18319667693535,59.1367023502569,5.651473637250703,1.1775232197220369,0.0,-13.341282449329505,-8.007564257004555,5.54549315383085,-0.09298549476986802,0.39542525133360645,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
89,6345.463926420862,138.9995624001773,5.0399999999999805,3.168553841471669,-12.310522970331583,62.626975243693956,5.5630317402092295,0.05404111226245156,0.0,1.7828535352916084,-10.065218686598314,10.646044885505095,-0.33841972377073853,0.1913039002491919,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
90,6527.355844546205,147.76643043065832,5.0399999999999805,-2.124788273874991,-10.059345226863186,63.61460413381463,5.970274121624211,0.20672004966060165,0.0,-2.665746864007838,-6.849442806469905,12.275806743752343,-0.1011836391763403,0.010070869686420802,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
91,1996.832319964827,-25.98190484314364,3.960000000000003,-2.6677216714120804,3.0712854112993804,0.0,3.4323799530476045,6.275775857683545,0.0,-2.212636238000231,3.962842568569412,-19.709471240578427,-6.2603195883026395,-0.10622117111200846,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
92,385.2839955116114,-0.9786035066239371,1.5000000000000009,-0.8142617458136509,0.9349619528230297,0.0,2.093232397764094,0.18720676886208576,0.0,-2.189670260598377,1.784417100850557,-13.363988724677409,-8.15252905789182,0.21679832162026266,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
93,351.3060380003349,-11.4397747452815,1.5000000000000009,-0.1713752089516457,-0.29971133799780686,0.0,6.0086660474393305,0.0640893981694255,0.0,-0.5686084170234674,0.3355557123752937,-14.691738271162333,-0.8956267995660787,0.09173752762969883,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
94,72.79028416497444,-23.325352465150235,1.3800000000000008,0.07937630767249311,-1.5589502769763017,0.0,5.803936810628857,6.234717378895279,0.0,0.2364691595084408,-3.8342723223140496,-15.996551407264699,-13.313291556301781,-0.20540219805123708,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
95,75.10344010279158,-22.90240538250564,1.4400000000000008,0.9463164819789998,0.4723309051208256,0.0,6.1990380341190185,6.091083199188326,0.0,2.2802902611439735,-1.4645251603371288,-15.404061279367966,-13.884317408260214,-0.1992902227172162,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
96,373.69587552492914,-10.57172675877614,1.5000000000000009,-0.2953165334291871,0.14284336411184792,0.0,5.729296552818159,0.06660086926473596,0.0,-0.7766811698380036,-0.6375256845601713,-14.751187803016983,-2.6554422823765877,0.10172395906725264,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
97,92.41796772076017,-20.163020415339226,1.4400000000000008,0.7023441076566936,0.9142405296497609,0.0,4.773590093385614,6.118203240156761,0.0,2.024201895718809,-0.40596044644302276,-18.33444595194808,6.229513179032449,-0.16325818560896313,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
98,356.5561450532606,-0.6052827617501254,1.5000000000000009,-0.23338876525275326,0.2050221250684808,0.0,2.1119676606198574,0.0019927552716163532,0.0,-0.5116499225756744,3.3654385383312633,-11.783804834758124,4.94285428909872,-0.1510564920407013,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
99,123.19916651798147,-19.03231188343366,1.5000000000000009,1.0395701100929757,-0.13347612005532639,0.0,4.442304109438506,6.01330573210905,0.0,3.125837232857076,-0.07140594821688362,-18.86072248333292,4.519725833786763,-0.27199564115424835,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
100,20.571331781435095,20.571331781435095,0.06,1.5678607625899092e-09,0.01653324508526388,10.00670377799427,3.835844331929291,6.283184334074498,0.0,1.5691352158961273e-07,0.7266703702757074,-0.37018538400934947,4.736869763201568,-4.8679810772192594e-05,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
100,33.16915211157181,12.597820330136718,0.12000000000000001,1.3146351027804821e-07,0.03051492902540757,9.957854636469095,0.9532886987299491,6.283145326572649,0.0,8.61652623176907e-06,-0.083934568633285,-0.688952333818954,8.994686578166203,-0.0018809861772590836,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
100,48.20014504804127,15.030992936469461,0.18,3.39553792405484e-06,0.0608151733755389,9.903743097908738,3.4949910279864103,6.28296400544755,0.0,0.00013149133021001799,0.9554476192212615,-1.5984272584501817,12.387327735481955,-0.0054082766963247635,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
100,59.750530076693444,11.55038502865217,0.23999999999999996,2.3624648402901866e-05,0.09266220741097325,9.760031203390438,5.2912397973743825,6.282572090052842,0.0,0.0006198110007734586,-0.10549961779326028,-2.8778389465819836,14.82427802724829,-0.00887869308227597,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
100,70.80401926444296,11.053489187749513,0.3,9.147225788691712e-05,0.058867667260291155,9.600117748567934,0.3754319006218161,6.282104944892026,0.0,0.0017460355167221184,-0.7673412723246253,-2.308760745331488,16.44182644306984,-0.005685016628319372,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
100,86.04269822343264,15.238678958989674,0.36000000000000004,0.00024521673871223773,0.03620736662368114,9.478291591085323,1.560279663922426,6.2819547895602526,0.0,0.003433596946879735,0.19207851253103242,-1.9241075913486552,17.459994173914346,0.003203710134131283,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
100,99.91144471886982,13.868746495437176,0.4200000000000001,0.0005028421272717198,0.08897184745694486,9.337132461550002,2.6863001632946677,6.282307746426078,0.0,0.005089925723726863,1.4789682555959207,-3.0009125690781167,18.077024000392605,0.010764318674964744,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
100,115.06419055016278,15.152745831292963,0.48000000000000015,0.0008398429733158649,0.18801065452571505,9.099603310964627,3.8011128894242177,4.2195190630422985e-05,0.0,0.005975761346991215,1.59692926898316,-4.935379278887828,18.43770468319641,0.023175588724651204,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
100,140.60912320381198,25.54493265364919,0.5400000000000001,0.0011823592530054176,0.25249349343960503,8.777234484399154,1.0083073315547377,0.0017136557822281517,0.0,0.005058319937113194,0.8282816374315889,-5.132020542352357,14.622995212412338,0.03587324268388847,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
100,165.53152659367922,24.922403389867238,0.6000000000000002,0.001394019523656651,0.3410319110272266,8.464419380529545,2.3989555108785776,0.004158791296413611,0.0,0.001522427900421582,2.147786552189406,-5.588130463382753,16.302045401311627,0.049063340117729004,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
100,185.25143058120867,19.71990398752944,0.6600000000000003,0.0012950200259460637,0.48937790856166763,8.077901496683557,3.5929849395881703,0.007489777367044148,0.0,-0.005411478581143825,2.5750805736095463,-7.368211439153644,17.36718503847467,0.06602195267029234,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
100,199.73536328938067,14.483932708172013,0.7200000000000003,0.0006261923335180047,0.620280038974204,7.585293079668215,4.721368452892218,0.011725885106340428,0.0,-0.017907211553457723,1.619480604682224,-8.911382478993373,18.01750792077576,0.07846750977389162,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
100,209.0181179403431,9.282754650962428,0.7800000000000004,-0.0009815904387459487,0.6767717413221076,7.038614861599371,5.834870429850332,0.016617130149911397,0.0,-0.03629932832948331,0.3626686616376023,-9.099051178717088,18.393370329138,0.08701436092542011,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
100,225.8645566314689,16.846438691125798,0.8400000000000004,-0.003822192296963051,0.6893227096622625,6.510186756143933,0.655972254777156,0.02206375710039321,0.0,-0.059402382914790886,0.2585286090246276,-8.496239964329613,18.418986946771614,0.09739845934525926,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
100,244.0466288105583,18.182072179089413,0.9000000000000005,-0.008338980726723868,0.7341610749479088,6.0096785362684555,1.773637017945191,0.02818239758082175,0.0,-0.0930519044715687,1.3775479318044912,-8.350912303420985,18.632559615687835,0.10983806183801795,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
100,256.43329290218645,12.386664091628164,0.9600000000000005,-0.015217176013196219,0.8549069047567353,5.474292934118026,3.150183804728462,0.035390179772812225,0.0,-0.13617111594100817,2.426231305860569,-9.711469274834242,17.332247408275656,0.13529498568711923,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
100,259.62725690977624,3.1939640075898055,1.0200000000000005,-0.025133531173347743,0.9805383643410381,4.842137908716345,5.805756692142552,0.0438778842450116,0.0,-0.19780038581057174,1.4158061078389659,-10.920548577947626,14.177369157953871,0.1515591707713924,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
100,273.51297039149114,13.885713481714879,1.0800000000000005,-0.0390396865389339,1.060553203545803,4.208987642865359,1.270729102742818,0.05332953157395348,0.0,-0.2698155203297537,1.644989357015082,-10.195372129240813,11.803786010305066,0.16736690519045982,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
100,281.26506483679333,7.752094445302204,1.1400000000000006,-0.058095684451686974,1.20863845678116,3.5873169239067924,2.4091459078971074,0.06358840297481105,0.0,-0.36590016804524683,3.2478954354875365,-10.827359442582365,10.138167351458367,0.17738778762731672,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
100,283.62806679994577,2.3630019631524406,1.2000000000000006,-0.08281567747547547,1.4264014917196366,2.8857470167886587,3.2499388322095797,0.07432142716441437,0.0,-0.45816087987472215,3.833652618598007,-12.610195597139825,8.895291730433488,0.18171528561934494,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
100,280.82321877920646,-2.804848020739332,1.2600000000000007,-0.11345406434128001,1.6484820540353018,2.071552026724365,3.9191553470436595,0.08533136740360181,0.0,-0.5680151909741622,3.443915547381655,-14.530498957572764,7.930409916580948,0.18684245005141656,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
100,272.9873836487713,-7.83583513043515,1.3200000000000007,-0.15178662740163762,1.822362755359892,1.146000302445534,4.47748177552857,0.09639131664667833,0.0,-0.7153022769798765,2.2427770412197794,-16.256955952957334,7.162605897170928,0.17877816278349623,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
100,260.3147519086681,-12.672631740103242,1.3800000000000008,-0.1999088239258848,1.9068170296896567,0.13459819777655302,4.960872579879558,0.10706815507590406,0.0,-0.8915452397635185,0.5396308621423248,-17.336952955632775,6.5303170596132265,0.1762064011444135,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
100,244.81114066965424,-15.503611239013848,1.4400000000000008,-0.2589366186416385,1.8889272559706103,0.0,5.388437190161518,0.11757584931048815,0.0,-1.0757001365452385,-1.0831815853286675,-17.63356230636671,6.001377066850218,0.1728833482064423,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
100,244.81114066965424,-15.503611239013848,1.4400000000000008,-0.2589366186416385,1.8889272559706103,0.0,5.388437190161518,0.11757584931048815,0.0,-1.0757001365452385,-1.0831815853286675,-17.63356230636671,6.001377066850218,0.1728833482064423,0.0,442.07163865962065,442.21637980413857,440.62424417582776,444.35836485258557
